"","gvkey","indfmt","consol","popsrc","datafmt","datacqtr","datafqtr","fqtr","fyearq","datadate","actq","apoq","apq","atq","ceqq","cheq","chq","cogsq","dlcq","dlttq","fcaq","feaq","felq","gpq","ibmiiq","ibq","invtq","lctq","lltq","oiadpq","oibdpq","ppentq","rawmsmq","rectq","saleq","xintq","xoproq","xoprq","xsgaq","xsq","xstoq","xstq","apchy","capxfiy","capxy","cogsy","dltisy","dltry","eqdivpy","fcay","ibcy","invchy","ltdchy","prstkcy","rawmsmy","saley","sstky","wcapty","xinty","costat","fic","conml","naics","sic"
"334","025365","INDL","C","I","HIST_STD","2005Q1","2005Q1",1,2005,2005-03-31,754.406,156.263,26.38,890.694,NA,44.641,NA,NA,12.784,498.728,NA,NA,NA,64.545,NA,-21.984,NA,195.427,567.767,1.167,2.532,74.109,NA,700.719,64.545,23.326,62.013,62.013,NA,NA,NA,NA,NA,NA,3.256,NA,NA,NA,NA,NA,-21.984,NA,-0.15,NA,NA,64.545,NA,NA,23.326,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"335","025365","INDL","C","I","HIST_STD","2005Q2","2005Q2",2,2005,2005-06-30,213.412,84.767,28.221,720.759,94.685,50.949,NA,NA,26.32,439.785,NA,NA,NA,75.672,NA,-11.747,NA,139.308,464.196,0.071,1.389,80.063,NA,152.387,75.672,13.04,74.283,74.283,NA,NA,NA,NA,NA,NA,12.207,NA,NA,NA,NA,NA,-33.731,NA,-0.025,NA,NA,140.217,NA,NA,2.683,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"336","025365","INDL","C","I","HIST_STD","2005Q3","2005Q3",3,2005,2005-09-30,130.824,62.225,28.693,782.262,98.829,26.385,NA,NA,22.497,525.457,NA,NA,NA,78.073,NA,5.284,NA,113.415,549.925,1.082,3.63,155.924,NA,95.518,78.073,18.743,74.443,74.443,NA,NA,NA,NA,NA,NA,91.005,NA,NA,NA,NA,NA,-28.447,NA,-0.151,NA,NA,218.29,NA,NA,71.669,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"337","025365","INDL","C","I","HIST_STD","2005Q4","2005Q4",4,2005,2005-12-31,470.986,67.861,22.755,793.126,119.277,400.809,NA,NA,13.593,524.763,NA,NA,NA,88.309,NA,0.388,4.073,107.146,549.234,2.795,10.232,165.817,NA,62.882,88.309,19.209,78.077,78.077,NA,NA,NA,NA,45.786,NA,107.031,NA,NA,NA,NA,NA,-23.871,0.788,-0.211,0,NA,306.599,0,NA,90.878,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"338","025365","INDL","C","I","HIST_STD","2006Q1","2006Q1",1,2006,2006-03-31,1948.1701,NA,609.6559,6408.5362,2128.848,1161.8576,NA,536.992,310.4513,2904.6003,NA,NA,NA,151.329,-231.061,-233.477,NA,920.1072,3169.443,18.931,59.088,2335.6267,NA,679.8717,688.321,284.731,0,629.233,92.241,NA,NA,NA,-20.409,NA,731.832,536.992,NA,NA,NA,NA,872.889,NA,-3203.607,NA,NA,688.321,NA,NA,284.731,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"339","025365","INDL","C","I","HIST_STD","2006Q2","2006Q2",2,2006,2006-06-30,1568.9043,NA,465.9274,6489.4832,2094.81,805.9257,NA,482.402,398.9842,3158.1365,NA,NA,NA,178.929,-66.175,-72.155,NA,864.9115,3428.8429,34.379,82.144,2686.622,NA,665.5831,661.331,95.812,0,579.187,96.785,NA,NA,NA,-109.867,NA,1044.432,1006.964,NA,NA,NA,NA,780.642,0.993,-3009.242,NA,NA,1334.828,NA,NA,374.41,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"340","025365","INDL","C","I","HIST_STD","2006Q3","2006Q3",3,2006,2006-09-30,1744.6677,NA,588.7172,6988.9461,1961.67,958.9612,NA,475.663,329.2741,1635.6781,NA,NA,NA,169.886,-75.678,-78.903,NA,1096.0984,3829.8291,38.435,86.632,2944.1679,NA,671.2827,645.549,85.015,0,558.917,83.254,NA,NA,NA,-54.341,NA,1479.011,1496.512,NA,NA,NA,NA,706.328,-6.668,-2442.306,NA,NA,1997.305,NA,NA,254.879,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"341","025365","INDL","C","I","HIST_STD","2006Q4","2006Q4",4,2006,2006-12-31,168.686,NA,20.649,635.456,182.668,38.666,NA,69.556,27.555,141.401,NA,NA,NA,-4.119,14.312,14.871,5.457,102.544,341.568,-0.087,4.077,282.811,NA,120.138,65.437,15.191,-8.196,61.36,NA,NA,NA,68.306,NA,NA,154.347,202.633,NA,NA,NA,NA,69.908,-1.384,-443.527,NA,NA,248.148,NA,NA,60.036,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"342","025365","INDL","C","I","HIST_STD","2007Q1","2007Q1",1,2007,2007-03-31,1840.302,NA,238.638,6944.029,1943.245,374.112,NA,523.291,357.488,1492.359,NA,NA,NA,233.728,-51.708,-55.834,59.177,1242.93,3657.88,70.551,137.163,3041.753,NA,1330.825,757.019,113.367,0,619.856,96.565,NA,NA,NA,13.338,NA,46.004,523.291,NA,NA,NA,NA,-51.708,1.026,-167.898,NA,NA,757.019,NA,NA,113.367,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"343","025365","INDL","C","I","HIST_STD","2007Q2","2007Q2",2,2007,2007-06-30,1901.394,NA,224.031,7244.385,1904.847,446.01,NA,545.72,578.43,3657.157,NA,NA,NA,245.567,-10.288,-6.963,51.9,1314.09,3957.604,70.455,140.74,3320.397,NA,1326.378,791.287,110.169,0,650.547,104.827,NA,NA,NA,37.511,NA,521.908,1056.306,NA,NA,NA,NA,-60.882,7.006,152.765,NA,NA,1532.002,NA,NA,219.13,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"344","025365","INDL","C","I","HIST_STD","2007Q3","2007Q3",3,2007,2007-09-30,2657.414,NA,267.811,8101.62,1431.447,1066.739,NA,595.058,510.971,5009.6,NA,NA,NA,245.815,-76.684,-76.761,63.337,1288.278,5312.972,57.392,129.188,3818.516,NA,1427.845,840.873,152.024,0,711.685,116.627,NA,NA,NA,-18.955,NA,859.118,1666.497,NA,NA,NA,NA,-559.889,-3.684,1078.481,NA,NA,2392.304,NA,NA,373.933,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"345","025365","INDL","C","I","HIST_STD","2007Q4","2007Q4",4,2007,2007-12-31,1551.147,NA,312.517,7083.039,1115.156,569.586,NA,728.545,340.75,4542.644,NA,NA,NA,191.898,-171.545,-172.494,69.646,1069.9,4833.615,60.245,131.269,3878.103,NA,845.192,920.443,140.94,0,789.174,60.629,NA,NA,NA,5.406,NA,93.554,240.688,NA,NA,NA,NA,-66.912,-0.93,125.401,NA,NA,303.256,NA,NA,55.616,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"346","025365","INDL","C","I","HIST_STD","2008Q1","2008Q1",1,2008,2008-03-31,1734.015,NA,376.051,7775.89,1101.174,608.005,NA,707.834,507.814,4933.693,NA,NA,NA,211.362,-105.991,-109.972,73.385,1387.158,5225.804,79.093,162.083,4159.657,NA,963.825,919.196,144.067,0,757.113,49.279,NA,NA,NA,69.424,NA,581.902,707.834,NA,NA,NA,NA,-109.972,-5.05,548.297,NA,NA,919.196,NA,NA,144.067,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"347","025365","INDL","C","I","HIST_STD","2008Q2","2008Q2",2,2008,2008-06-30,2161.228,NA,338.646,8491.646,902.226,953.837,NA,796.204,327.634,6094.425,NA,NA,NA,157.426,-151.601,-153.574,84.748,1148.777,6379.182,42.627,116.394,4459.574,NA,1041.288,953.63,159.661,0,837.236,41.032,NA,NA,NA,43.364,NA,1050.896,1474.774,NA,NA,NA,NA,-259.476,-18.947,1643.616,NA,NA,1838.812,NA,NA,298.397,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"348","025365","INDL","C","I","HIST_STD","2008Q3","2008Q3",3,2008,2008-09-30,4333.53,NA,381.138,13122.231,1075.296,3082.155,NA,1770.909,553.469,10310.573,NA,NA,NA,248.76,-3.993,-5.034,113.507,1388.098,10594.066,47.53,139.881,6837.059,NA,1090.068,2019.669,408.84,0,1879.788,108.879,NA,NA,NA,16.738,NA,3261.529,2453.863,NA,NA,NA,NA,-121.803,-43.638,6325.345,NA,NA,2995.688,NA,NA,561.813,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"349","025365","INDL","C","I","HIST_STD","2008Q4","2008Q4",4,2008,2008-12-31,260.398,NA,35.304,1088.01,165.106,168.447,NA,79.0115,36.038,781.434,NA,NA,NA,17.175,85.8177,85.7798,8.117,107.905,808.922,-3.472,4.91,687.74,NA,80.298,96.1865,32.9561,22.799,91.2761,-10.5344,NA,NA,105.85,-12.581,NA,401.82,296.976,NA,NA,NA,NA,74.933,-1.73,539.285,NA,NA,362.955,NA,NA,91.338,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"350","025365","INDL","C","I","HIST_STD","2009Q1","2009Q1",1,2009,2009-03-31,3411.878,NA,463.854,15504.319,2436.803,2044.417,NA,876.525,546.501,10904.861,NA,NA,NA,273.81,69.558,68.087,107.011,1686.979,11291.951,82.879,222.922,9992.931,NA,1215.425,1150.335,310.884,0,927.413,50.888,NA,NA,NA,-11.422,NA,388.754,876.525,NA,NA,NA,NA,68.087,9.753,-84.198,NA,NA,1150.335,NA,NA,310.884,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"351","025365","INDL","C","I","HIST_STD","2009Q2","2009Q2",2,2009,2009-06-30,2769.334,NA,331.95,13984.246,1407.212,1425.611,NA,723.904,384.392,10787.956,NA,NA,NA,258.703,-875.574,-875.867,100.696,1337.264,11159.301,85.894,208.79,9259.029,NA,1211.706,982.607,297.669,0,773.817,49.913,NA,NA,NA,-103.538,NA,510.679,1515.326,NA,NA,NA,NA,-812.133,6.301,-153.548,NA,NA,2036.64,NA,NA,582.527,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"352","025365","INDL","C","I","HIST_STD","2009Q3","2009Q3",3,2009,2009-09-30,2912.374,NA,405.589,14403.017,1425.095,1352.014,NA,737.23,443.469,10930.29,NA,NA,NA,273.66,6.638,-0.936,109.213,1583.855,11306.462,59.554,218.982,9389.368,NA,1423.663,1010.89,261.322,0,791.908,54.678,NA,NA,NA,-42.131,NA,725.496,2302.486,NA,NA,NA,NA,-835.871,0.786,-162.196,NA,NA,3104.715,NA,NA,860.204,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"353","025365","INDL","C","I","HIST_STD","2009Q4","2009Q4",4,2009,2009-12-31,173.616,NA,29.618,1002.538,112.547,84.244,NA,52.1946,23.912,760.541,NA,NA,NA,18.48,-32.2728,-33.0499,8.578,96.055,786.675,9.956,15.045,688.428,NA,79.438,70.6753,29.1878,3.435,55.6296,NA,NA,NA,79.47,-6.44,NA,73.456,228.489,NA,NA,NA,NA,-97.05,-0.461,-35.585,NA,NA,308.394,NA,NA,95.051,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"354","025365","INDL","C","I","HIST_STD","2010Q1","2010Q1",1,2010,2010-03-31,2444.892,NA,386.092,12626.29,898.971,1091.887,NA,679.969,374.845,9879.874,NA,NA,NA,327.465,-510.588,-517.312,103.779,1417.666,10212.789,127.792,282.986,8325.583,NA,1228.299,1007.434,189.607,0,724.448,44.479,NA,NA,NA,39.019,NA,33.618,679.969,NA,NA,NA,NA,-510.588,2.719,-52.935,NA,NA,1007.434,NA,NA,189.607,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"355","025365","INDL","C","I","HIST_STD","2010Q2","2010Q2",2,2010,2010-06-30,2361.689,160.284,422.422,12803.796,1089.449,1091.954,NA,603.618,393.103,9748.061,NA,NA,NA,364.771,190.872,185.799,106.5,1522.925,10086.168,125.708,313.968,8601.64,NA,1128.776,968.389,199.896,NA,654.421,50.803,NA,NA,NA,68.973,NA,80.504,1312.171,NA,NA,NA,NA,-337.19,3.634,-96.129,NA,NA,2010.304,NA,NA,395.992,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"356","025365","INDL","C","I","HIST_STD","2010Q3","2010Q3",3,2010,2010-09-30,2687.657,NA,304.088,12824.317,725.925,1352.061,NA,613.364,394.29,10219.876,NA,NA,NA,329.008,-342.16,-343.193,109.544,1438.71,10555.36,114.721,282.365,8355.189,NA,1202.359,942.372,213.856,0,660.007,46.643,NA,NA,NA,-42.764,NA,187.535,1894.639,NA,NA,NA,NA,-673.058,-1.462,241.676,NA,NA,2915.161,NA,NA,602.457,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"357","025365","INDL","C","I","HIST_STD","2010Q4","2010Q4",4,2010,2010-12-31,212.616,NA,25.782,1075.862,95.962,142.319,NA,-0.9181,34.895,837.158,NA,NA,NA,70.185,-24.3976,-25.0048,9.597,105.064,865.928,2.828,60.222,761.642,NA,58.464,69.267,29.3674,9.9629,9.0448,NA,NA,NA,61.821,-40.114,NA,32.123,202.347,NA,NA,NA,NA,-78.916,-1.019,0.982,NA,NA,305.398,NA,NA,78.167,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"358","025365","INDL","C","I","HIST_STD","2011Q1","2011Q1",1,2011,2011-03-31,180.4043,NA,23.7537,1042.4531,60.016,94.9371,NA,44.02,26.7596,843.5909,NA,NA,NA,22.691,-41.866,-42.328,9.4762,100.0959,872.968,5.333,18.408,760.3018,NA,73.0104,65.926,18.105,0,48.303,4.283,NA,NA,NA,0.564,NA,2.507,44.02,NA,NA,NA,NA,-41.866,0.124,-14.505,NA,NA,65.926,NA,NA,18.105,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"359","025365","INDL","C","I","HIST_STD","2011Q2","2011Q2",2,2011,2011-06-30,178.33,NA,23.056,1034.146,41.709,91.136,NA,47.106,22.243,869.792,NA,NA,NA,28.916,-29.762,-30.127,NA,97.5,885.202,10.73,24.367,744.754,NA,74.456,69.637,15.641,0,51.655,4.549,NA,NA,NA,-0.125,NA,5.525,91.126,NA,NA,NA,NA,-71.628,-0.161,-29.433,NA,NA,135.563,NA,NA,33.746,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"360","025365","INDL","C","I","HIST_STD","2011Q3","2011Q3",3,2011,2011-09-30,1909.762,NA,323.934,13119.416,1556.254,767.502,NA,586.52,148.163,10099.825,NA,NA,NA,359.66,1233.023,1232.538,139.84,1187.455,10285.737,81.452,297.414,9860.655,NA,961.531,926.34,244.693,0,648.766,62.246,NA,NA,NA,11.99,NA,116.535,1857.699,NA,NA,NA,NA,269.148,-10.698,-433.05,NA,NA,2750.574,NA,NA,814.551,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"361","025365","INDL","C","I","HIST_STD","2011Q4","2011Q4",4,2011,2011-12-31,2025.331,NA,347.867,13279.008,1465.136,1075.681,NA,362.2109,239.759,10255.824,NA,NA,NA,132.989,-87.2609,-87.7684,144.246,1290.355,10469.239,9.395,34.001,10012.703,NA,788.304,495.1995,343.2917,98.9877,461.1986,NA,NA,NA,803.148,-197.83,NA,189.497,1529.726,NA,NA,NA,NA,485.361,-25.583,-1121.266,NA,NA,2514.254,NA,NA,1038.288,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"362","025365","INDL","C","I","HIST_STD","2012Q1","2012Q1",1,2012,2012-03-31,1726.9249,NA,296.4424,12159.21,434.944,742.5404,NA,356.199,178.7415,10150.4945,NA,NA,NA,283.82,-122.337,-122.828,130.6877,1273.7571,10398.46,75.442,224.242,9295.3377,NA,817.3362,618.263,201.106,0,415.777,59.578,NA,NA,NA,-0.25,NA,29.104,356.199,NA,NA,NA,NA,-122.337,6.328,-38.306,NA,NA,618.263,NA,NA,201.106,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"363","025365","INDL","C","I","HIST_STD","2012Q2","2012Q2",2,2012,2012-06-30,1880.1661,NA,309.1451,12696.5785,667.551,941.1107,NA,380.377,272.3911,10265.518,NA,NA,NA,256.804,-161.438,-160.08,132.4409,1466.065,10511.19,73.85,199.552,9534.7625,NA,771.8217,637.181,191.248,10.672,437.629,46.58,NA,NA,NA,18.218,NA,36.737,736.576,NA,NA,NA,NA,-283.775,13.252,-51.238,NA,NA,1255.444,NA,NA,392.354,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"364","025365","INDL","C","I","HIST_STD","2012Q3","2012Q3",3,2012,2012-09-30,1903.0957,NA,299.6154,12415.6914,98.837,935.7444,NA,390.723,220.1153,10500.5066,NA,NA,NA,369.223,-52.855,-54.708,120.7113,1540.8845,10723.738,166.823,310.769,9282.5917,NA,821.0069,692.124,205.622,0,449.177,58.454,NA,NA,NA,-5.073,NA,188.171,1127.299,NA,NA,NA,NA,-336.63,-1.776,73.327,NA,NA,1947.568,NA,NA,597.976,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"365","025365","INDL","C","I","HIST_STD","2012Q4","2012Q4",4,2012,2012-12-31,2029.504,NA,351.658,12945.268,599.195,1089.025,NA,696.8498,332.595,10491.189,NA,NA,NA,164.893,498.3017,495.1446,133.99,1584.125,10702.332,-188.881,-42.756,9716.653,NA,769.741,861.7433,394.6484,207.6493,904.4991,NA,NA,NA,895.839,116.767,NA,351.203,2386.379,NA,NA,NA,NA,-781.116,10.256,-570.006,NA,NA,3334.745,NA,NA,987.89,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"366","025365","INDL","C","I","HIST_STD","2013Q1","2013Q1",1,2013,2013-03-31,1861.501,NA,285.163,12640.292,431.179,689.702,NA,576.905,239.131,10342.298,NA,NA,NA,264.686,-165.614,-168.016,137.626,1589.956,10557.139,40.503,197.801,9567.432,NA,973.026,837.012,203.636,0,643.79,66.885,NA,NA,NA,-17.199,NA,8.36,576.905,NA,NA,NA,NA,-165.614,-3.636,-40.351,NA,NA,837.012,NA,NA,203.636,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"367","025365","INDL","C","I","HIST_STD","2013Q2","2013Q2",2,2013,2013-06-30,2322.662,NA,211.037,12680.187,195.72,903.835,NA,435.959,349.256,10441.592,NA,NA,NA,280.472,-190.682,-191.072,131.152,1774.891,10647.168,99.779,236.388,9154.36,NA,698.845,716.431,204.357,3.735,480.043,40.349,NA,NA,NA,-41.548,NA,15.176,815.464,NA,NA,NA,NA,-331.044,-7.129,-76.293,NA,NA,1381.293,NA,NA,407.993,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"368","025365","INDL","C","I","HIST_STD","2013Q3","2013Q3",3,2013,2013-09-30,1831.53,NA,238.763,12007.078,120.922,793.283,NA,438.176,247.927,10326.661,NA,NA,NA,325.913,-66.427,-66.614,134.863,1290.157,10533.405,121.764,268.115,8949.539,NA,702.991,738.448,203.715,0,495.974,57.798,NA,NA,NA,-29.557,NA,22.278,1253.64,NA,NA,NA,NA,-397.471,-0.873,-136.127,NA,NA,2119.741,NA,NA,611.708,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"369","025365","INDL","C","I","HIST_STD","2013Q4","2013Q4",4,2013,2013-12-31,1954.271,NA,275.162,12179.354,136.382,895.007,NA,443.342,636.552,10254.067,NA,NA,NA,307.062,-102.292,-104.299,126.652,1525.745,10452.626,112.274,257.623,9053.118,NA,733.794,718.801,192.997,0,492.781,49.439,NA,NA,NA,141.934,NA,290.766,1858.625,NA,NA,NA,NA,-487.939,-2.828,-875.667,NA,NA,2838.542,NA,NA,934.925,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"370","025365","INDL","C","I","HIST_STD","2014Q1","2014Q1",1,2014,2014-03-31,1874.965,NA,278.185,11935.933,23.155,776.904,NA,393.441,556.309,10128.534,NA,NA,NA,312.101,-100.026,-98.489,125.183,1522.251,10327.463,113.005,260.969,8860.734,NA,743.558,690.357,183.258,0,444.573,51.132,NA,NA,NA,36.262,NA,3.853,393.441,NA,NA,NA,NA,-100.026,1.469,-30.07,NA,NA,690.357,NA,NA,183.258,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"371","025365","INDL","C","I","HIST_STD","2014Q2","2014Q2",2,2014,2014-06-30,1905.964,NA,242.192,11858.613,-141.491,847.927,NA,389.644,629.687,10201.058,NA,NA,NA,276.08,-151.853,-152.622,127.018,1534.237,10402.034,64.628,214.638,8776.717,NA,699.961,665.724,179.63,1.126,451.086,60.316,NA,NA,NA,0.269,NA,44.006,783.085,NA,NA,NA,NA,-251.879,-0.366,-73.062,NA,NA,1356.081,NA,NA,362.888,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"372","025365","INDL","C","I","HIST_STD","2014Q3","2014Q3",3,2014,2014-09-30,1744.523,NA,291.585,11960.508,-61.072,693.535,NA,461.583,523.926,10170.547,NA,NA,NA,529.808,92.196,93.198,127.266,1584.763,10373.986,321.676,476.983,8171.343,NA,707.239,737.394,172.281,0,514.408,52.825,NA,NA,NA,49.662,NA,65.077,1244.668,NA,NA,NA,NA,-159.683,-0.614,-81.46,NA,NA,2093.475,NA,NA,535.169,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"373","025365","INDL","C","I","HIST_STD","2014Q4","2014Q4",4,2014,2014-12-31,2806.08,NA,530.336,12924.327,569.264,743.046,NA,804.807,918.638,10069.557,NA,NA,NA,52.903,-344.094,-348.405,118.596,2015.343,10271.439,-109.421,37.414,9052.941,NA,1729.157,777.248,170.086,0,820.296,15.489,NA,NA,NA,70.593,NA,227.236,1906.013,NA,NA,NA,NA,-471.468,5.05,-800.904,NA,NA,2870.723,NA,NA,836.044,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"374","025365","INDL","C","I","HIST_STD","2015Q1","2015Q1",1,2015,2015-03-31,2828.437,NA,425.39,12839.453,456.763,627.764,NA,417.078,759.283,10141.453,NA,NA,NA,310.536,-90.875,-90.964,114.062,1968.14,10346.18,97.719,255.032,8949.085,NA,1850.761,713.655,162.502,0,472.582,55.504,NA,NA,NA,53.807,NA,50.091,417.078,NA,NA,NA,NA,-90.875,4.534,-48.99,NA,NA,713.655,NA,NA,162.502,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"375","025365","INDL","C","I","HIST_STD","2015Q2","2015Q2",2,2015,2015-06-30,2703.769,NA,353.93,12467.233,320.55,1316.865,NA,500.547,751.963,10171.366,NA,NA,NA,335.874,-127.382,-126.597,113.11,1699.129,10379.383,81.783,262.756,8699.877,NA,1038.195,836.421,176.237,0,573.665,73.118,NA,NA,NA,-17.653,NA,55.165,917.625,NA,NA,NA,NA,-218.257,5.486,-224.906,NA,NA,1550.076,NA,NA,346.594,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"376","025365","INDL","C","I","HIST_STD","2015Q3","2015Q3",3,2015,2015-09-30,2652.964,NA,288.059,13089.396,1031.121,1180.331,NA,514.093,899.445,9983.21,NA,NA,NA,320.588,-92.279,-89.246,108.052,1800.117,10194.278,97.658,251.061,9697.639,NA,1138.454,794.024,172.072,0,583.62,69.527,NA,NA,NA,-83.524,NA,79.875,1431.718,NA,NA,NA,NA,-310.536,10.544,-499.946,NA,NA,2344.1,NA,NA,518.666,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"377","025365","INDL","C","I","HIST_STD","2015Q4","2015Q4",4,2015,2015-12-31,2603.617,NA,297.007,12416.108,366.448,1045.359,NA,500.061,684.748,9995.502,NA,NA,NA,326.538,-681.672,-683.151,102.455,1557.986,10426.316,128.789,308.157,9553.079,NA,1240.061,784.675,174.071,0,518.442,18.381,NA,NA,NA,-204.164,NA,101.886,2094.532,NA,NA,NA,NA,-952.942,16.141,-1164.083,NA,NA,3128.775,NA,NA,794.083,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"378","025365","INDL","C","I","HIST_STD","2016Q1","2016Q1",1,2016,2016-03-31,2790.6,NA,264.7,12450.6,353.8,978.6,NA,465.1,524.6,10277.6,NA,NA,NA,374.3,-62.8,-63.1,NA,1384.9,10711.9,135.8,312.2,9396.6,NA,1443,838.3,193.7,0,527.2,62.1,NA,NA,NA,NA,NA,4.5,465.1,NA,NA,NA,NA,-62.8,NA,-54.9,NA,NA,838.3,NA,NA,193.7,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"379","025365","INDL","C","I","HIST_STD","2016Q2","2016Q2",2,2016,2016-06-30,2582,NA,258.1,12080.7,211.7,926.4,NA,482.3,673.8,9939.4,NA,NA,NA,180.2,-158.6,-157.8,NA,1493.4,10375.6,-69.7,115.1,9239.1,NA,1296.6,662.5,204.8,0,547.4,65.1,NA,NA,NA,NA,NA,11.1,947.5,NA,NA,NA,NA,-221.3,NA,-474.2,NA,NA,1500.9,NA,NA,398.6,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"380","025365","INDL","C","I","HIST_STD","2016Q3","2016Q3",3,2016,2016-09-30,2558.8,NA,214.4,14123.3,3007.7,1093.5,NA,416.4,808.2,9095.7,NA,NA,NA,113.3,-362.1,-362,NA,1583,9532.6,-123.9,53.5,9095,NA,1132.8,529.6,213.9,0,476.2,59.8,NA,NA,NA,NA,NA,46.8,1363.8,NA,NA,NA,NA,-583.3,NA,-479.6,NA,NA,2030.5,NA,NA,612.4,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"381","025365","INDL","C","I","HIST_STD","2016Q4","2016Q4",4,2016,2016-12-31,2193.5,NA,189.6,11995.4,1244.6,902.7,NA,312.8,699.9,9236,NA,NA,NA,212.6,152.9,150.9,NA,1346.8,9404,46.7,205.4,9568.7,NA,1169.2,525.4,232.6,0.1,320,7.1,NA,NA,NA,NA,NA,204.5,1804.3,NA,NA,NA,NA,-438.1,NA,-713.8,NA,NA,2647.5,NA,NA,844.5,"A","MEX","Grupo Tmm S.A.B.","483","4400"
"382","025387","INDL","C","I","HIST_STD","1999Q2","1999Q2",2,1999,1999-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.767,NA,NA,7.596,"I","MEX","Grupo Video Visa SA De CV","512110","7812"
"383","025387","INDL","C","I","HIST_STD","1999Q4","1999Q4",4,1999,1999-12-31,182.929,108.925,84.158,383.915,105.801,3.395,NA,NA,66.001,NA,NA,NA,NA,NA,NA,NA,98.246,275.421,0,NA,NA,149.577,NA,81.288,NA,NA,NA,NA,NA,NA,NA,NA,-100.323,NA,1.32,NA,NA,NA,NA,NA,-86.028,43.046,0,0,NA,407.632,0,NA,15.21,"I","MEX","Grupo Video Visa SA De CV","512110","7812"
"384","025387","INDL","C","I","HIST_STD","2000Q2","2000Q2",2,2000,2000-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.729,NA,NA,8.116,"I","MEX","Grupo Video Visa SA De CV","512110","7812"
"385","028170","INDL","C","I","HIST_STD","2000Q2","2000Q2",2,2000,2000-06-30,1537,811,NA,9313,NA,NA,NA,NA,1062,1812,NA,NA,NA,NA,NA,NA,NA,1873,1812,NA,NA,6337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,4105,NA,NA,147,"I","MEX","Pepsi-Gemex SA De CV","312111","2086"
