"","gvkey","indfmt","consol","popsrc","datafmt","datacqtr","datafqtr","fqtr","fyearq","datadate","actq","apoq","apq","atq","ceqq","cheq","chq","cogsq","dlcq","dlttq","fcaq","feaq","felq","gpq","ibmiiq","ibq","invtq","lctq","lltq","oiadpq","oibdpq","ppentq","rawmsmq","rectq","saleq","xintq","xoproq","xoprq","xsgaq","xsq","xstoq","xstq","apchy","capxfiy","capxy","cogsy","dltisy","dltry","eqdivpy","fcay","ibcy","invchy","ltdchy","prstkcy","rawmsmy","saley","sstky","wcapty","xinty","costat","fic","conml","naics","sic"
"1","005832","INDL","C","I","HIST_STD","1999Q2","1999Q2",2,1999,1999-06-30,441.276,377.192,24.971,706.048,-203.31,72.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.339,402.163,0,NA,NA,263.248,NA,192.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.715,NA,NA,30.376,"I","MEX","IEM-Industria Elec Mexico SA","334412","3620"
"2","005832","INDL","C","I","HIST_STD","1999Q4","1999Q4",4,1999,1999-12-31,373.095,221.211,39.293,620.639,300.165,63.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.672,293.74,0,NA,NA,247.544,NA,174.645,NA,NA,NA,NA,NA,NA,NA,NA,-3.745,NA,27.724,758.728,NA,NA,NA,NA,89.747,48.267,0,0,NA,1017.218,0,NA,43.913,"I","MEX","IEM-Industria Elec Mexico SA","334412","3620"
"3","005832","INDL","C","I","HIST_STD","2000Q2","2000Q2",2,2000,2000-06-30,622.868,435.953,46.442,881.896,-186.059,123.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.498,482.395,0,NA,NA,258.02,NA,340.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.284,NA,NA,22.981,"I","MEX","IEM-Industria Elec Mexico SA","334412","3620"
"4","005832","INDL","C","I","HIST_STD","2000Q4","2000Q4",4,2000,2000-12-31,342.643,81.467,41.542,610.835,347.55,1.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.437,186.092,76.474,NA,NA,263.675,NA,193.122,NA,NA,NA,NA,NA,NA,NA,NA,19.489,NA,24.765,831.335,NA,NA,NA,NA,80.177,-35.626,0,0,NA,1129.096,0,NA,35.693,"I","MEX","IEM-Industria Elec Mexico SA","334412","3620"
"5","010755","INDL","C","I","HIST_STD","1999Q2","1999Q2",2,1999,1999-06-30,3384.97,239.206,438.969,11708.589,380.9,614.731,NA,730.243,1181.673,NA,NA,NA,NA,261.995,NA,-62.615,1274.943,1859.848,0,86.026,86.026,7407.695,NA,1150.274,992.238,30.682,NA,906.212,175.969,NA,NA,NA,NA,NA,NA,1351.203,NA,NA,NA,NA,-167.234,NA,NA,NA,NA,2290.015,NA,NA,52.009,"I","MEX","Tubos De Acero De Mexico","331111","3312"
"6","010755","INDL","C","I","HIST_STD","1999Q4","1999Q4",4,1999,1999-12-31,3309.184,51.833,565.114,10917.531,8867.254,249.02,NA,NA,1113.173,NA,NA,NA,NA,NA,NA,NA,1367.403,1886.244,0,NA,NA,6917.35,NA,1364.33,NA,NA,NA,NA,NA,NA,NA,NA,-194.2,NA,396.379,2530.01,NA,NA,NA,NA,-297.767,-51.771,-444.168,28.25,NA,4244.189,0,NA,99.531,"I","MEX","Tubos De Acero De Mexico","331111","3312"
"7","010755","INDL","C","I","HIST_STD","2000Q2","2000Q2",2,2000,2000-06-30,3333.603,246.528,592.699,11526.408,6968.733,275.816,NA,915.854,517.598,995.38,NA,NA,NA,451.699,NA,-68.893,1248.317,1356.825,3018.252,200.632,200.632,7180.435,NA,1592.201,1367.553,92.035,NA,1166.921,251.067,NA,NA,NA,NA,NA,NA,1617.012,NA,NA,NA,NA,98.922,NA,NA,NA,NA,2653.429,NA,NA,95.024,"I","MEX","Tubos De Acero De Mexico","331111","3312"
"8","010755","INDL","C","I","HIST_STD","2000Q4","2000Q4",4,2000,2000-12-31,3787.797,75.941,841.463,11755.967,7027.958,300.454,NA,NA,334.07,957.22,NA,NA,NA,NA,NA,NA,1344.344,1501.322,3047.26,NA,NA,7029.967,NA,1859.653,NA,NA,NA,NA,NA,NA,NA,NA,314.516,NA,409.675,3456.681,NA,NA,NA,NA,381.945,34.054,957.22,0,NA,5856.541,0,NA,69.225,"I","MEX","Tubos De Acero De Mexico","331111","3312"
"9","010755","INDL","C","I","HIST_STD","2001Q2","2001Q2",2,2001,2001-06-30,3779.529,524.518,728.236,11809.905,-2897.681,234.781,NA,NA,1337.306,23.981,NA,NA,NA,NA,NA,NA,1246.926,2590.06,1998.587,NA,NA,7151.01,NA,2072.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,3388.588,NA,NA,NA,"I","MEX","Tubos De Acero De Mexico","331111","3312"
"10","010755","INDL","C","I","HIST_STD","2001Q4","2001Q4",4,2001,2001-12-31,3741.086,233.377,617.325,11859.997,7149.069,556.885,NA,NA,234.043,1288.15,NA,NA,NA,NA,NA,NA,1446.139,1174.914,3507.771,NA,NA,7500.537,NA,1734.715,NA,NA,NA,NA,NA,NA,NA,NA,-322.2,NA,805.278,3437.681,NA,NA,NA,NA,526.378,-188.813,349.723,0,NA,6526.936,0,NA,76.794,"I","MEX","Tubos De Acero De Mexico","331111","3312"
"11","019625","INDL","C","I","HIST_STD","1999Q2","1999Q2",2,1999,1999-06-30,48411,15363,NA,179604,NA,NA,NA,NA,9699,24990,NA,NA,NA,NA,NA,NA,NA,25062,24990,NA,NA,114869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,47330,NA,NA,NA,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"12","019625","INDL","C","I","HIST_STD","1999Q4","1999Q4",4,1999,1999-12-31,48722.865,NA,13423.772,178537.949,121626.878,28379.174,NA,NA,9019.529,24145.004,NA,NA,NA,NA,NA,NA,NA,26457.614,24145.004,NA,NA,108736.261,NA,18072.265,NA,NA,NA,NA,NA,NA,NA,NA,4462.551,NA,0,23598.403,NA,NA,NA,NA,24912.389,NA,4461.939,0,NA,96320.586,0,NA,4922.742,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"13","019625","INDL","C","I","HIST_STD","2000Q2","2000Q2",2,2000,2000-06-30,48762,29419,NA,208556,NA,NA,NA,NA,21202,28019,NA,NA,NA,NA,NA,NA,NA,50621,28019,NA,NA,121397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15277,NA,NA,NA,NA,NA,NA,NA,NA,NA,55579,NA,NA,1269,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"14","019625","INDL","C","I","HIST_STD","2000Q4","2000Q4",4,2000,2000-12-31,36169.15,NA,13176.377,156886.061,49450.334,13502.688,NA,NA,44118.009,30295.868,NA,NA,NA,NA,NA,NA,NA,57982.419,41691.076,NA,NA,108958.571,NA,21221.842,NA,NA,NA,NA,NA,NA,NA,NA,3432.98,NA,0,28856.754,NA,NA,NA,NA,26471.043,NA,29029.565,0,NA,102431.319,0,NA,9989.227,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"15","019625","INDL","C","I","HIST_STD","2001Q2","2001Q2",2,2001,2001-06-30,30263,NA,NA,150464,NA,NA,NA,NA,NA,43572,NA,NA,NA,NA,NA,NA,NA,39135,54004,NA,NA,106301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11544,NA,NA,NA,NA,NA,NA,NA,NA,NA,53588,NA,NA,2481,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"16","019625","INDL","C","I","HIST_STD","2001Q4","2001Q4",4,2001,2001-12-31,31027.382,NA,17307.169,156911.046,50762.116,9514.965,NA,NA,17487.311,52254.382,NA,NA,NA,NA,NA,NA,NA,36039.013,70109.917,NA,NA,114454.386,NA,20085.315,NA,NA,NA,NA,NA,NA,NA,NA,3551.03,NA,22944.77,33978.768,NA,NA,NA,NA,23494.117,NA,-2628.334,13715.382,NA,110966.94,0,NA,6997.237,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"17","019625","INDL","C","I","HIST_STD","2002Q2","2002Q2",2,2002,2002-06-30,NA,NA,NA,163265,NA,11482,NA,NA,8059,59408,NA,NA,NA,NA,NA,NA,1737,NA,64131,NA,NA,117695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12137,NA,NA,NA,NA,NA,NA,NA,NA,NA,53555,NA,NA,2557,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"18","019625","INDL","C","I","HIST_STD","2002Q4","2002Q4",4,2002,2002-12-31,36177.126,4006.167,15692.003,168791.818,61163.877,14342.181,NA,NA,11059.591,55074.067,NA,NA,NA,NA,NA,NA,1124.685,31884.228,75743.713,NA,NA,122955.692,NA,19167.758,NA,NA,NA,NA,NA,NA,NA,NA,-2436.66,NA,11437.204,25648.531,NA,NA,NA,NA,19567.915,-185.185,-10573.765,0,NA,112859.717,0,NA,6045.553,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"19","019625","INDL","C","I","HIST_STD","2003Q2","2003Q2",2,2003,2003-06-30,32292,16882,NA,159604,NA,8109,NA,NA,18549,40424,NA,NA,NA,NA,NA,NA,1231,35431,54614,NA,NA,119191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13050,NA,NA,NA,NA,NA,NA,NA,NA,NA,55694,NA,NA,NA,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"20","019625","INDL","C","I","HIST_STD","2003Q4","2003Q4",4,2003,2003-12-31,39624.975,1259.932,14448.86,185761.992,79649.402,17543.94,NA,NA,20262,48416.162,NA,NA,NA,NA,NA,NA,898.723,37242.233,68870.357,NA,NA,121061.873,NA,19540.821,NA,NA,NA,NA,NA,NA,NA,NA,-2909.732,NA,9924.178,27069.24,NA,NA,NA,NA,22449.763,270.724,-1949.843,11482.303,NA,116847.959,49.067,NA,5578.731,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"21","019625","INDL","C","I","HIST_STD","2004Q1","2004Q1",1,2004,2004-03-31,40758,NA,NA,186989,NA,9623,NA,6766,19046,47892,NA,NA,NA,22275,NA,5497,NA,38733,68032,9666,14722,120372,NA,NA,29041,1029,3123,14319,4430,NA,NA,NA,NA,NA,NA,6766,NA,NA,NA,NA,NA,NA,NA,NA,NA,29041,NA,NA,1029,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"22","019625","INDL","C","I","HIST_STD","2004Q2","2004Q2",2,2004,2004-06-30,36571,NA,NA,187772,NA,6643,NA,7332,14451,48114,NA,NA,NA,22748,NA,4401,NA,34491,68874,9675,15087,122715,NA,NA,30080,700,3162,14993,4499,NA,NA,NA,NA,NA,NA,14106,NA,NA,NA,NA,NA,NA,NA,NA,NA,59153,NA,NA,1730,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"23","019625","INDL","C","I","HIST_STD","2004Q3","2004Q3",3,2004,2004-09-30,62684,NA,NA,247580,NA,19324,NA,7269,11267,77173,NA,NA,NA,28896,NA,6705,NA,53167,99397,11086,17062,146918,NA,NA,36165,966,5697,19103,6137,NA,NA,NA,NA,NA,NA,21261,NA,NA,NA,NA,NA,NA,NA,NA,NA,96287,NA,NA,2725,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"24","019625","INDL","C","I","HIST_STD","2004Q4","2004Q4",4,2004,2004-12-31,60412,NA,NA,253308,93870,20499,NA,NA,13194,76847,NA,NA,NA,NA,NA,NA,NA,48807,96673,NA,NA,151989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30141,NA,NA,NA,NA,NA,NA,NA,NA,NA,138802,NA,NA,3397,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"25","019625","INDL","C","I","HIST_STD","2005Q1","2005Q1",1,2005,2005-03-31,74937,NA,NA,267498,NA,30420,NA,7653,25185,79464,NA,NA,NA,31384,NA,6292,NA,59284,98909,11621,18006,149175,NA,NA,39037,745,6912,21031,6466,NA,NA,NA,NA,NA,NA,7653,NA,NA,NA,NA,NA,NA,NA,NA,NA,39037,NA,NA,745,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"26","019625","INDL","C","I","HIST_STD","2005Q2","2005Q2",2,2005,2005-06-30,62317,NA,NA,254942,NA,28263,NA,8461,17836,74581,NA,NA,NA,31713,NA,6530,NA,50307,92788,10970,16984,148556,NA,NA,40174,496,7647,23190,7082,NA,NA,NA,NA,NA,NA,16122,NA,NA,NA,NA,NA,NA,NA,NA,NA,79254,NA,NA,1243,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"27","019625","INDL","C","I","HIST_STD","2005Q3","2005Q3",3,2005,2005-09-30,62312,NA,NA,256871,NA,27408,NA,8674,16187,75940,NA,NA,NA,32451,NA,6828,NA,48337,93580,12370,18463,150586,NA,NA,41125,1059,7180,22662,6808,NA,NA,NA,NA,NA,NA,24960,NA,NA,NA,NA,NA,NA,NA,NA,NA,121706,NA,NA,2669,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"28","019625","INDL","C","I","HIST_STD","2005Q4","2005Q4",4,2005,2005-12-31,55427.274,8274.269,10038.382,249989.156,101439.38,23264.293,NA,8897.753,14595.193,76363.502,NA,NA,NA,32344.351,NA,8344.868,1136.062,44778.487,93863.005,13076.172,18645.675,150576.771,NA,29084.746,41242.104,860.407,6799.832,22596.429,6898.844,NA,NA,NA,-724.699,NA,23435.831,33857.753,NA,NA,NA,NA,28998.79,-813.334,5434.039,17531.094,NA,162948.104,0,NA,3529.407,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"29","019625","INDL","C","I","HIST_STD","2006Q1","2006Q1",1,2006,2006-03-31,47812.396,1116.603,NA,247237.137,103953.226,13304.285,NA,NA,5840.176,80088.493,NA,NA,NA,41555.513,NA,7593.104,1170.069,34764.818,97235.989,12799.301,18258.978,153364.634,NA,31434.884,41555.513,1313.377,23296.535,23296.535,NA,NA,NA,NA,NA,NA,3597.141,NA,NA,NA,NA,NA,7895.807,NA,-6836.522,NA,NA,41555.513,NA,NA,1313.377,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"30","019625","INDL","C","I","HIST_STD","2006Q2","2006Q2",2,2006,2006-06-30,51816.315,4969.235,NA,255440.183,105524.995,14248.089,NA,NA,7805.044,82215.814,NA,NA,NA,42943.703,NA,6628.964,1157.3,37097.825,100345.589,11834.651,18926.793,157795.203,NA,33264.046,42943.703,1204.295,24016.91,24016.91,NA,NA,NA,NA,NA,NA,8142.8,NA,NA,NA,NA,NA,14805.966,NA,-5775.577,NA,NA,84499.216,NA,NA,2517.672,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"31","019625","INDL","C","I","HIST_STD","2006Q3","2006Q3",3,2006,2006-09-30,64472.829,4130.806,NA,265235.162,99484.731,23747.942,NA,NA,8090.539,92646.19,NA,NA,NA,43589.432,NA,6218.565,1467.53,43415.166,110791.8,11097.234,15303.631,156665.244,NA,33014.194,43589.432,2778.301,28285.801,28285.801,NA,NA,NA,NA,NA,NA,14408.372,NA,NA,NA,NA,NA,20732.115,NA,5484.784,NA,NA,128088.648,NA,NA,5295.973,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"32","019625","INDL","C","I","HIST_STD","2006Q4","2006Q4",4,2006,2006-12-31,60656.391,16107.55,11341.17,264029.997,103212.305,18966.389,NA,NA,12551.272,88192.065,NA,NA,NA,46917.475,NA,8093.332,1738.761,51629.682,106444.385,12559.446,20364.492,156902.853,NA,36595.279,46917.475,2792.029,26552.983,26552.983,NA,NA,NA,NA,5561.067,NA,21152.514,NA,NA,NA,NA,NA,29061.832,-1315.076,8708.551,0,NA,175006.123,0,NA,8088.002,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"33","019625","INDL","C","I","HIST_STD","2007Q1","2007Q1",1,2007,2007-03-31,63553,NA,NA,271721,107710,18013,NA,11910.901,10074,95376,NA,NA,NA,21032.482,7600.915,7513.424,NA,47847,113861,11841.753,16412.562,157940,NA,NA,32943.383,1557.968,0,16530.821,4619.92,NA,NA,NA,NA,NA,1547.81,11910.901,NA,NA,NA,NA,9222.626,-270.381,3546.87,NA,NA,32943.383,NA,NA,1557.968,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"34","019625","INDL","C","I","HIST_STD","2007Q2","2007Q2",2,2007,2007-06-30,76405.532,NA,17505.606,286476.04,114734.759,29429.828,NA,17150.077,8950.551,104343.69,NA,NA,NA,28543.094,8155.615,8044.392,1836.97,45956.337,123503.735,12703.697,20445.75,158649.9,NA,38938.016,45693.171,2041.574,NA,25247.421,8097.344,NA,NA,NA,NA,NA,7060.998,36745.61,NA,NA,NA,NA,17025.268,-191.017,11216.772,NA,NA,91256.744,NA,NA,3919.626,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"35","019625","INDL","C","I","HIST_STD","2007Q3","2007Q3",3,2007,2007-09-30,80705.057,NA,22021.101,301162.03,123512.652,34534.465,NA,18963.663,8301.118,105409.328,NA,NA,NA,29182.585,9377.798,9300.23,2182.719,49819.671,125279.655,14142.811,20879.299,163311.499,NA,39584.222,48146.248,2166.576,0,27266.949,8303.286,NA,NA,NA,NA,NA,13383.475,57587.733,NA,NA,NA,NA,26826.469,-424.023,12113.707,NA,NA,142601.061,NA,NA,6194.976,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"36","019625","INDL","C","I","HIST_STD","2007Q4","2007Q4",4,2007,2007-12-31,30655.804,NA,10238.046,172429.125,42119.774,5415.896,NA,17802.624,12282.26,79179.854,NA,NA,NA,14027.802,6666.875,6664.04,2191.11,32565.015,97705.302,9345.813,8721.748,120648.559,NA,20210.704,31830.426,1475.518,0,23108.678,5306.054,NA,NA,NA,-1765.16,NA,13846.483,48959.316,NA,NA,NA,NA,35484.947,-2583.474,4179.998,NA,NA,126309.372,NA,NA,6615.4,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"37","019625","INDL","C","I","HIST_STD","2008Q1","2008Q1",1,2008,2008-03-31,32825.949,NA,9819.169,170487.014,36489.562,7141.451,NA,11257.959,12087.734,80167.021,NA,NA,NA,19864.071,5573.168,5574.243,1697.281,32348.29,101606.565,10629.674,15132.738,117500.038,NA,21312.69,31122.03,2185.261,0,15989.292,4731.333,NA,NA,NA,-1367.207,NA,4203.829,11257.959,NA,NA,NA,NA,5574.243,493.829,1791.191,NA,NA,31122.03,NA,NA,2185.261,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"38","019625","INDL","C","I","HIST_STD","2008Q2","2008Q2",2,2008,2008-06-30,37869.913,NA,6745.543,172819.589,37059.256,9729.274,NA,7006.551,12051.077,79186.8,NA,NA,NA,23918.805,6186.961,6187.082,1886.914,34089.765,101630.543,9912.212,18945.747,115435.506,NA,21639.99,30925.356,773.477,0,11979.609,4973.058,NA,NA,NA,NA,NA,3539.312,22767.573,NA,NA,NA,NA,11761.325,NA,3752.282,NA,NA,62047.386,NA,NA,2958.738,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"39","019625","INDL","C","I","HIST_STD","2008Q3","2008Q3",3,2008,2008-09-30,43865.123,NA,5749.437,175937.523,38111.091,15522.81,NA,11796.056,12980.967,84633.485,NA,NA,NA,19294.471,5437.11,5437.75,1420.737,31218.427,106568.624,9949.153,14357.023,113435.892,NA,21993.205,31090.527,2212.673,0,16733.504,4937.448,NA,NA,NA,-4394.901,NA,5794.22,34563.629,NA,NA,NA,NA,17199.075,-1673.853,6512.109,NA,NA,93137.914,NA,NA,5171.412,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"40","019625","INDL","C","I","HIST_STD","2008Q4","2008Q4",4,2008,2008-12-31,52179.311,NA,6464.207,187125.347,39329.913,6136.563,NA,-1438.981,22883.092,84172.355,NA,NA,NA,32406.302,2979.672,2977.861,1914.306,41364.856,106389.392,9251.929,27216.998,112865.377,NA,20808.763,24906.866,2481.015,0,3750.323,5189.304,NA,NA,NA,-2961.08,NA,12666.485,46582.508,NA,NA,NA,NA,20176.936,276.804,-3918.525,NA,NA,118044.78,NA,NA,7652.427,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"41","019625","INDL","C","I","HIST_STD","2009Q1","2009Q1",1,2009,2009-03-31,56511.998,NA,7136.121,188722.147,39071.854,11986.871,NA,10984.85,37982.522,70718.364,NA,NA,NA,19032.564,4759.995,4759.344,1886.696,58606.292,90998.432,9617.253,14085.809,111687.795,NA,22125.937,30017.414,2033.776,0,15931.605,4946.755,NA,NA,NA,-1655.318,NA,4081.919,10984.85,NA,NA,NA,NA,4759.344,27.61,-3059.425,NA,NA,30017.414,NA,NA,2033.776,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"42","019625","INDL","C","I","HIST_STD","2009Q2","2009Q2",2,2009,2009-06-30,55941.938,NA,6812.784,184491.038,42387.644,14445.527,NA,11541.722,37587.657,63278.408,NA,NA,NA,18250.633,5924.244,5923.89,2006.825,58348.18,83709.291,8493.067,13009.824,109574.924,NA,23193.958,29792.355,1268.816,0,16782.531,5240.809,NA,NA,NA,-322.915,NA,6844.281,22525.227,NA,NA,NA,NA,10683.236,-92.519,-3976.981,NA,NA,59809.77,NA,NA,3302.591,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"43","019625","INDL","C","I","HIST_STD","2009Q3","2009Q3",3,2009,2009-09-30,48832.919,NA,3067.946,179325.174,43897.907,7827.247,NA,11258.838,23346.073,72039.391,NA,NA,NA,18284.751,4791.138,4791.194,1414.257,43179.386,92205.745,8478.234,12973.56,107217.471,NA,22384.042,29543.589,1393.836,0,16570.029,5311.191,NA,NA,NA,-1673.962,NA,8894.118,33784.065,NA,NA,NA,NA,15474.43,500.049,-10712.654,NA,NA,89353.359,NA,NA,4696.427,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"44","019625","INDL","C","I","HIST_STD","2009Q4","2009Q4",4,2009,2009-12-31,51836.373,NA,3702.164,178355.377,38279.293,14379.768,NA,12169.782,19768.894,83105.454,NA,NA,NA,17577.071,4993.604,4994.259,1543.648,37288.883,102745.721,7775.504,12243.725,104304.749,NA,21113.323,28323.116,1425.9,0,17503.128,5333.346,NA,NA,NA,-2924.775,NA,10613.208,45957.048,NA,NA,NA,NA,20468.689,370.658,-863.003,NA,NA,113223.257,NA,NA,6122.328,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"45","019625","INDL","C","I","HIST_STD","2010Q1","2010Q1",1,2010,2010-03-31,41978.971,NA,6669.839,164942.714,40335.183,6467.507,NA,11229.817,3737.803,80155.227,NA,NA,NA,17337.152,4660.774,4661.024,1360.177,25679.499,98886.802,7707.178,12086.126,102096.336,NA,23106.056,28566.969,1565.429,0,16480.843,5251.026,NA,NA,NA,1184.557,NA,2728.216,11229.817,NA,NA,NA,NA,4660.774,183.471,-16246.718,NA,NA,28566.969,NA,NA,1565.429,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"46","019625","INDL","C","I","HIST_STD","2010Q2","2010Q2",2,2010,2010-06-30,49911.564,NA,7257.155,169902.948,42660.556,10957.81,NA,11456.174,3790.149,80963.474,NA,NA,NA,16980.142,3574.49,3572.584,1444.796,27071.09,99847.827,6862.078,11274.047,99888.794,NA,23401.184,28436.316,1450.723,0,17162.269,5706.095,NA,NA,NA,1114,NA,4329.117,22685.991,NA,NA,NA,NA,8235.264,98.852,-16337.635,NA,NA,57003.285,NA,NA,3016.152,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"47","019625","INDL","C","I","HIST_STD","2010Q3","2010Q3",3,2010,2010-09-30,48286.753,NA,6761.533,168120.087,43701.579,12048.712,NA,11477.53,5789.478,75500.424,NA,NA,NA,17124.313,3740.54,3762.048,1464.862,29960.249,94156.292,7170.291,11494.163,97963.91,NA,22145.206,28601.843,1705.023,0,17107.68,5630.15,NA,NA,NA,413.327,NA,6556.814,34163.521,NA,NA,NA,NA,11975.804,78.786,-19356.078,NA,NA,85605.128,NA,NA,4721.175,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"48","019625","INDL","C","I","HIST_STD","2010Q4","2010Q4",4,2010,2010-12-31,37004.589,NA,5740.754,157754.332,43914.609,7493.465,NA,-2006.677,11951.532,62569.413,NA,NA,NA,29964.914,3395.654,3388.506,1783.579,32689.187,80841.213,6677.674,24201.004,99421.332,NA,17648.533,21214.448,1012.452,0,3757.233,5763.91,NA,NA,NA,-994.803,NA,9270.448,45273.539,NA,NA,NA,NA,15371.458,-335.477,-25591.713,NA,NA,106819.576,NA,NA,5733.627,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"49","019625","INDL","C","I","HIST_STD","2011Q1","2011Q1",1,2011,2011-03-31,32885.403,NA,4179.454,150846.954,45737.464,3247.096,NA,10596.626,11701.041,56485.89,NA,NA,NA,16499.8,3754.255,3758.047,1823.788,32833.873,71970.051,6658.759,10895.963,96906.983,NA,20418.642,27010.033,799.921,0,16200.463,5603.837,NA,NA,NA,-13.283,NA,3156.823,10596.626,NA,NA,NA,NA,3754.255,-40.209,-4913.762,NA,NA,27010.033,NA,NA,799.921,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"50","019625","INDL","C","I","HIST_STD","2011Q2","2011Q2",2,2011,2011-06-30,35497.317,NA,5096.436,153466.895,45731.414,4143.975,NA,10794.738,19384.204,48392.37,NA,NA,NA,17951.224,3164.671,3147.883,2449.502,42745.541,64667.587,7399.921,11628.405,95757.57,NA,21907.538,28242.059,737.734,578.343,17117.557,5744.476,NA,NA,NA,120.399,NA,5693.187,21391.364,NA,NA,NA,NA,6918.926,-665.923,-4999.269,NA,NA,55252.092,NA,NA,1537.655,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"51","019625","INDL","C","I","HIST_STD","2011Q3","2011Q3",3,2011,2011-09-30,40031.517,NA,5544.516,160159.912,47895.796,1539.828,NA,10748.482,19075.694,52250.741,NA,NA,NA,17014.051,3594.918,3591.405,1753.891,42588.671,69349.579,6721.495,10966.023,95424.672,NA,22796.655,27309.294,729.399,287.965,16796.51,5760.063,NA,NA,NA,478.649,NA,9396.052,32139.846,NA,NA,NA,NA,10513.844,29.688,-6547.644,NA,NA,82561.386,NA,NA,2267.054,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
"52","019625","INDL","C","I","HIST_STD","2011Q4","2011Q4",4,2011,2011-12-31,36231.176,NA,9268.154,160760.958,48779.238,1795.004,NA,-188.069,12675.567,59117.493,NA,NA,NA,30637.15,4088.723,4084.339,1583.06,35785.179,75862.379,6933.944,23870.334,98448.62,NA,22028.064,23569.991,2674.959,1493.809,6578.747,5273.007,NA,NA,NA,172.409,NA,14211.587,44662.717,NA,NA,NA,NA,14602.567,200.519,-7503.439,NA,NA,104999.346,NA,NA,4942.014,"I","MEX","Telefonos De Mexico SA Telmex","517110","4813"
