"Anio","Trimestre","Empresa","NombreCorto","NombreLargo","SIC","NAICS","Activos","Inventarios","PasivoCirc","PasivoLP","PPE","CPP","Efectivo","GC","CBV","UOAD","Ventas","IGR","Deuda","CPC","GO","GVGA","Precio_Accion","mkt_capital","No_Acciones"
2015,3,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,31465.087,0,2146.833,8052.559,1308.77,411.906,3148.494,361.506988525391,0,1178.01501464844,2159.30493164062,57.6609992980957,6228.0732421875,696.098022460938,981.289916992188,981.289916992188,15466.7702,82478.2211,5.33260790930999
2015,4,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,31473.399,0,4658.31,4659.046,1555.593,586.875,2996.499,328.609008789062,0,931.77001953125,1775.44897460938,43.0260009765625,3021.36303710938,390.183990478516,843.678955078125,843.678955078125,NA,85300.0512,NA
2016,1,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,33943.921,0,1641.816,9112.997,9307.112,216.065,4886.178,507.079986572266,0,1276.27197265625,2763.74096679688,82.1149978637695,7409.09765625,657.070983886719,1487.46899414062,1487.46899414062,NA,86472.5412,NA
2016,2,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,33497.341,0,3559.095,9720.483,9649.299,210.125,4114.919,331.872009277344,0,1219.70300292969,2726.23193359375,111.334999084473,7917.89892578125,564.904968261719,1506.52893066406,1506.52893066406,103162.29,105367.0214,1.02137148564655
2016,3,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,35122.665,0,2633.558,11321.695,9897.16,204.118,5313.061,379.203002929688,0,1317.19104003906,2853.82592773438,157.537994384766,9475.1044921875,709.317993164062,1536.63488769531,1536.63488769531,37457.9705,103285.7114,2.75737606766496
2016,4,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,36051.462,0,1941.299,11705.594,10851.101,693.099,5188.138,638.513000488281,0,1421.72595214844,2763.76196289062,30.7199993133545,9729.517578125,663.755981445312,1342.03601074219,1342.03601074219,17649.0602,95639.2813,5.41894470392254
2017,1,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,36938.024,0,2257.146,11231.451,10824.985,421.614,6092.931,610.486022949219,0,1636.31799316406,3167.75390625,130.832992553711,9250.701171875,854.085021972656,1531.43591308594,1531.43591308594,14456.9702,102169.3214,7.06713232347951
2017,2,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,36974.183,0,4872.831,12493.746,10800.457,402.887,6658.428,351.951995849609,0,1608.72204589844,3095.0380859375,143.139007568359,10552.376953125,780.669006347656,1486.31604003906,1486.31604003906,NA,114662.79,NA
2017,3,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,36830.186,0,3507.343,12541.676,11093.174,468.941,6141.941,429.756011962891,0,1524.93896484375,3033.6298828125,157.930999755859,10548.923828125,852.969970703125,1508.69091796875,1508.69091796875,114769.38,104570.4,0.911135008309708
2017,4,"GRUPO AEROPUERTARIO DEL PACIFICO, S.A. B. DE C.V.","AEROPORT.PACIFICO","GPO. AEROPORT. PACIFICO",4581,488119,39517.532,0,2295.147,15145.616,11723.698,784.533,7730.143,531.698974609375,0,1511.751953125,3069.49609375,188.52799987793,13110.8466796875,1051.43994140625,1557.744140625,1557.744140625,39157.8005,113372.49,2.89527216933443
2007,2,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4130.83,341.464,2516.198,0,2880.281,145.921,72.154,NA,NA,NA,NA,NA,0,763.382019042969,NA,NA,4975.4862,NA,NA
2007,3,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3779.312,153.457,542.06,1266.063,2971.328,123.632,59.152,NA,409.337005615234,-5.02699995040894,468.507995605469,7.53900003433228,1266.06298828125,509.325012207031,473.535003662109,64.197998046875,NA,NA,NA
2007,4,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4178.763,135.588,912.222,340.144,3235.839,134.539,53.265,NA,280.298004150391,58.3250007629395,454.321990966797,35.9490013122559,340.144012451172,526.690002441406,395.996978759766,115.698974609375,NA,NA,NA
2008,1,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4291.548,609.042,961.451,557.353,3113.388,147.205,13.162,NA,581.015014648438,90.9169998168945,735.0830078125,8.29399967193604,557.352966308594,469.863006591797,644.166015625,63.1510009765625,NA,NA,NA
2008,2,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4291.548,609.042,961.451,557.353,3113.388,147.205,13.162,NA,0,0,0,0,557.352966308594,469.863006591797,0,0,NA,NA,NA
2008,3,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4291.548,609.042,961.451,557.353,3113.388,147.205,13.162,NA,0,0,0,0,557.352966308594,469.863006591797,0,0,NA,NA,NA
2008,4,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4178.763,135.588,912.222,340.144,3235.839,134.539,53.265,NA,1480.95397949219,-53.5130004882812,1674.94494628906,397.169006347656,340.144012451172,526.690002441406,1728.4580078125,247.504028320312,NA,NA,NA
2009,1,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4178.763,135.588,912.222,340.144,3235.839,134.539,53.265,NA,2061.96899414062,37.4039993286133,2410.02807617188,405.463012695312,340.144012451172,526.690002441406,2372.6240234375,310.655029296875,NA,NA,NA
2009,2,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4178.763,135.588,912.222,340.144,3235.839,134.539,53.265,NA,0,0,0,0,340.144012451172,526.690002441406,0,0,NA,NA,NA
2009,3,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4291.548,609.042,961.451,557.353,3113.388,147.205,13.162,NA,-1480.95397949219,53.5130004882812,-1674.94494628906,-405.463012695312,557.352966308594,469.863006591797,-1728.4580078125,-247.504028320312,NA,NA,NA
2009,4,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3311.576,184.629,769.453,322.071,1999.733,185.092,12.596,NA,1258.34094238281,-57.5320014953613,1401.38903808594,74.8870010375977,322.071014404297,577.306030273438,1458.92102050781,200.580078125,4801.5181,NA,NA
2010,2,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4269.454,997.006,1579.829,270.03,1932.127,738.546,85.588,NA,-786.461975097656,164.270004272461,-730.280029296875,-54.064998626709,270.029998779297,607.073974609375,-894.550048828125,-108.088073730469,NA,NA,NA
2010,3,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3623.269,441.001,867.407,224.044,1944.644,114.508,14.87,13.6619997024536,602.122009277344,112.315002441406,788.573974609375,12.5010004043579,224.044006347656,654.564025878906,676.258972167969,74.136962890625,NA,NA,NA
2010,4,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3477.777,239.828,603.012,252.741,1995.788,206.397,14.365,57.0110015869141,452.240997314453,82.6760025024414,611.106018066406,7.97800016403198,252.740997314453,274.726989746094,528.429992675781,76.1889953613281,NA,NA,NA
2011,1,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,4245.393,797.867,1295.201,239.767,1969.175,754.5,10.833,29.3409996032715,642.31201171875,96.8270034790039,839.893981933594,7.38000011444092,239.766998291016,527.862976074219,743.066955566406,100.754943847656,NA,4968.5275,NA
2011,2,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3287.536,0,10.502,0,0,0,2.165,11.6899995803833,178.557006835938,-42.4599990844727,176.820999145508,2.4539999961853,0,75.3669967651367,219.281005859375,40.7239990234375,3131.4249,4975.4862,1.58888887930859
2011,3,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3623.269,441.001,867.407,224.044,1944.644,114.508,14.87,-10.2040004730225,834.14697265625,255.602996826172,1178.05102539062,23.4890003204346,224.044006347656,654.564025878906,922.447998046875,88.301025390625,NA,NA,NA
2011,4,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3071.386,0,10.124,0,0,1.434,2.032,10.4379997253418,-834.14697265625,-251.475997924805,-1166.29296875,-23.2929992675781,0,74.3460006713867,-914.816955566406,-80.6699829101562,NA,4801.5181,NA
2012,1,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,3071.386,0,10.124,0.206,0,1.434,2.032,41.2649993896484,820.869018554688,0,1028.47302246094,10.0299997329712,0,74.3460006713867,1028.47302246094,207.60400390625,NA,4314.4076,NA
2012,2,"GRUPO AZUCARERO MEXICO S.A.B DE C.V.","AZUCARERO","GPO. AZUCARERO MEX.",2060,311314,2584.992,0,24.466,0.206,0,15.867,1.987,-41.2649993896484,-820.869018554688,-2.38000011444092,-1008.64697265625,-10.0299997329712,0,70.2959976196289,-1006.26696777344,-185.39794921875,NA,3131.4249,NA
